LNR,RESPONSE
21722,0.7285619358629396
21728,0.9478435897193167
22039,0.5621334076313078
22044,0.722672614416086
61900,0.7842339983364147
62548,0.1728601644440254
63176,0.8378424370377333
64473,0.1105754219077898
64779,0.032292062265049104
64780,0.9451598423851171
64784,0.8809623415158645
65105,0.5621334076313078
65431,0.9871095066051395
65433,0.7934270496822424
66055,0.965629068960731
66071,0.5621334076313078
61280,0.8219987419808222
61281,0.8143609379364012
61284,0.9457828465963714
61597,0.9007393461631734
61606,0.957772799964854
62235,0.12490588160892302
62240,0.9558161300171055
62241,0.9903385717786243
62555,0.49959238202096723
62557,0.5652859691269991
62565,0.9875214493805655
62566,0.42879302210947245
63515,0.9315951597458985
63524,0.6703963707107856
64797,0.07180095153075228
65116,0.4494470084518567
75249,0.5671632613136711
75253,0.09856686532178904
75575,0.47012405745130426
76212,0.9756400780247004
71422,0.38484028286803884
72059,0.9111465708086389
72060,0.49044462318818216
72383,0.929425078172503
72386,0.8200112482258213
72700,0.9005693391062348
72715,0.9643578676115261
73028,0.751702253200387
73346,0.8461536286515445
73658,0.5269809857140874
73662,0.23812605813482213
73666,0.4209089222236212
73668,0.3901834858060108
73985,0.6223414081182086
74299,0.985366397144544
74310,0.8590918777486671
74312,0.09157284292231127
74619,0.7503139561634309
74620,0.9922497365750916
74627,0.9528539692361745
74938,0.546500397689369
74952,0.9520744917028284
75911,0.5286517205769872
75913,0.7754376634055131
76221,0.9722783320255093
76227,0.5419429241317106
71448,0.5183336092045705
15887,0.815192461353567
15498,0.5133063350604758
15504,0.8502996185146623
15507,0.5196422301934667
15521,0.831339881646271
24403,0.7399348544701673
24100,0.4583841728545026
24436,0.6102560149927221
24440,0.9955635135367827
24442,0.45976822020098185
24148,0.040517133980858766
24149,0.23118919314645447
24155,0.9522102335998777
24458,0.9969779678964868
24169,0.9343087564383016
24477,0.509540229994566
24479,0.9020564546069662
24486,0.29010356392580194
24190,0.712462637735396
24515,0.9240152722074154
24214,0.2772393934586759
25183,0.5621334076313078
25207,0.8614336302869423
24889,0.1985867063238037
24890,0.7341913239608691
25226,0.48625949070146823
25232,0.2871530972906122
25244,0.40100478211441093
25339,0.5781947448684459
25355,0.7743492692187353
24958,0.9808439497947405
25277,0.4909147277183049
25286,0.19222715344255847
24988,0.5621334076313078
25298,0.7032679093883382
25309,0.6822909425822908
25315,0.9848834050626954
25014,0.47012405745130426
25322,0.9863972335678757
25333,0.10247108119559589
25025,0.5677653179714317
24726,0.8108670138131113
24735,0.5518616655901301
25055,0.12392752615857516
25056,0.835298445808254
24746,0.8086073839022458
25061,0.9487183187270897
25067,0.7572512726630755
25074,0.9600189910503852
24773,0.8813735296434225
25080,0.5518616655901301
25086,0.6901111886593756
25088,0.720923131416729
24777,0.8936963263246638
24796,0.6182556735056309
25104,0.956787902022627
24806,0.8438696178496655
25118,0.9040477681308353
24822,0.47012405745130426
82811,0.2863693192927308
83449,0.5715829114430828
83459,0.5518616655901301
83770,0.5621334076313078
84091,0.7436157860709098
84096,0.8021137335725803
84737,0.8033364140591006
85048,0.5415454811662564
85049,0.3525076449314266
85051,0.9252410905167867
85369,0.9019671888253875
85374,0.3121542294188616
85380,0.8058485237948924
82190,0.9745242589737068
82505,0.27991223244115837
82515,0.9312733950275753
82517,0.5058802029705368
82821,0.5654824611161899
83140,0.2611813009652306
788,0.8391659751851795
1102,0.996757778206532
1109,0.40745164961732705
821,0.989421183163245
829,0.22466376108572472
837,0.42629334329843693
845,0.3316137267338255
1163,0.885996676310295
861,0.5518616655901301
899,0.9407891285238659
1207,0.5701622507055442
906,0.9854026240715955
1221,0.23416715671921928
1545,0.6699595129340016
1546,0.8103869330627476
1555,0.5359180321063608
1556,0.18450211079616152
1879,0.9870045747998426
1885,0.623976055019198
1593,0.5340412889969806
1902,0.5188185908130905
1611,0.9968453796583555
1921,0.9613842283147618
1927,0.89848552045821
1651,0.943935010515598
1978,0.7326906181664916
1718,0.6222021200115776
1722,0.8333739091753487
1734,0.8858656998516634
41705,0.8199664498059043
41711,0.5621334076313078
41712,0.9877407923395182
42029,0.5496455651708769
42347,0.5227205986210715
42352,0.9598861973433686
42353,0.920924295519581
42671,0.7754987604398476
42987,0.9135966453141986
43310,0.9345530374202541
43627,0.7113050040381688
43629,0.6484598431317525
43945,0.5320893648970343
43953,0.6185249500353152
43954,0.09865613752110414
43961,0.9587458278234492
44280,0.728599462392683
44917,0.9653164464571043
44924,0.7366499718060531
44927,0.48020856127297395
45244,0.9047663101394741
45570,0.9032216942074094
45584,0.9701516023883522
41721,0.9537394518455282
41739,0.5621334076313078
42054,0.8863541136991948
42369,0.7838979420578193
42689,0.455248111669849
43019,0.7875899347264693
43331,0.11259849937631394
51328,0.849349725896988
51644,0.47662543635190624
51653,0.5237232363382388
51969,0.8041794090788701
52308,0.0801962183334135
52310,0.33021967535176255
52626,0.4781898832706911
52638,0.9848247553194637
52940,0.8659273967884937
52954,0.319200095314391
55194,0.21589257850276788
55196,0.17626380302387235
55526,0.5621334076313078
55847,0.30837724826193713
55848,0.45976822020098185
51024,0.5621334076313078
51031,0.5702497271958138
51342,0.2840358267416071
51348,0.6987110722770491
51666,0.11294796747517877
51674,0.6153648809935373
51680,0.22004795085492057
52331,0.5756771295459346
53302,0.5518616655901301
82163,0.5037571394973517
82481,0.7089166134602954
82498,0.2296568425333777
55852,0.5518616655901301
55858,0.3212239016688715
55859,0.8903836421149967
51037,0.5518616655901301
51039,0.9259723000967747
51683,0.8785423646021111
51685,0.6701019959490737
51695,0.10852518727777649
51702,0.5858039592702277
52343,0.8538021349268874
52353,0.5415454811662564
53314,0.5621334076313078
53322,0.7170341659422507
53950,0.40900016086378876
54597,0.3726038098121469
54925,0.9747980872038736
55245,0.35547549481831575
55558,0.47159938126594037
55882,0.8809901247143447
51384,0.9844523854006547
51703,0.24853673277022925
51706,0.696960858590686
51711,0.5118413619497029
52041,0.9619517905346269
52047,0.06037441207888705
52369,0.34247930822351713
52689,0.8867754328968832
53331,0.9708305133304255
53341,0.9982484372040963
63455,0.7849469805391961
63780,0.9366647583752301
63783,0.5518616655901301
64096,0.8825566384785902
64104,0.9872181205844354
64109,0.10283892726660271
64422,0.5963886202137199
65391,0.45976822020098185
65705,0.8647746839427188
65709,0.9675793316880095
61568,0.25651630160780525
62203,0.8166907509445619
62850,0.11781123880330169
62851,0.614859427106907
63164,0.13817380729290551
63491,0.9943341772040124
63796,0.7804923476797465
63799,0.7689083002047556
63802,0.459881315646389
63812,0.4244372076976881
64127,0.8330817470037453
64449,0.9357262722328634
64771,0.3984115549307008
65082,0.5621334076313078
65399,0.37206732472141224
66039,0.5621334076313078
66048,0.9817588463663913
71758,0.14754557062411
72077,0.5518616655901301
72087,0.5621334076313078
72405,0.4725264696913549
72723,0.6815789560114656
72735,0.8360528458357099
73046,0.17462282127300577
73682,0.9317019005952227
73694,0.9826210737339055
73696,0.16770789929244256
74317,0.8090955452342153
74974,0.0741615768600844
75286,0.8029361918854296
75605,0.9473809829078248
75612,0.5415454811662564
75929,0.5522625530455995
76239,0.17521072988748465
71471,0.7002459920996569
71776,0.9890954646946178
71779,0.47012405745130426
72112,0.9378798354570864
72417,0.5154452219500176
72420,0.4832980115495279
72425,0.980438007729503
73073,0.9100559038626549
73393,0.9908642113538266
73714,0.18819850200727517
74337,0.009019017189020317
74347,0.6616978345051615
74354,0.8573085845495634
74666,0.9718217826519281
74667,0.5518616655901301
74990,0.5102171581697588
75949,0.3747593113178532
75952,0.6707027043040805
71486,0.20257429227137747
71805,0.9122266590405856
71813,0.10168408227044512
72130,0.9783966565425136
72437,0.966512783175558
82469,0.45976822020098185
82788,0.8735588226357995
82793,0.5415454811662564
83111,0.5087235413163982
83113,0.0752326589698521
83420,0.10333776645391257
83425,0.8680194514150184
83428,0.45976822020098185
83433,0.6581179333494054
83759,0.16710686843069478
84381,0.7932978109319904
84709,0.6847147094626895
85024,0.887173682522195
85026,0.0179426999169382
85671,0.6338329239125591
35158,0.8485871086618352
34851,0.9982669800112691
34853,0.5109399651527837
34859,0.5255687251977004
35162,0.5245544021768307
35165,0.5415454811662564
34865,0.9708644088517628
34877,0.3505583664220805
34898,0.901010286359069
35203,0.8213017057098269
34902,0.09443715031284872
34907,0.9792003521521098
34930,0.15136651087314756
34939,0.6921716393813653
35249,0.49096856735490624
35561,0.6473053550346546
35568,0.5415454811662564
35572,0.9641401854732525
35574,0.5891572217962255
35575,0.7892495315283369
35889,0.4494470084518567
35583,0.9794333364518552
35587,0.8510674759200529
35597,0.7172688302816255
35900,0.8800883825421995
35602,0.2881883553015161
35606,0.930833097298921
35922,0.9740401686931489
35936,0.8947325739000301
41020,0.8318116185639517
41028,0.8011911306236015
41344,0.9469251849471108
41666,0.21306942530480122
42319,0.2304719249982028
42634,0.4357148170150472
42944,0.9784895870234824
42952,0.9946148316808758
42954,0.9556144296186438
43274,0.5817206933968813
43582,0.4494470084518567
43590,0.8324621142139517
43594,0.9863259172964544
43909,0.9772171115722998
43917,0.7578618383623886
44561,0.7385996029825028
45202,0.7736476021411026
45210,0.9956141049474702
41684,0.47115315174708083
41691,0.9934179217755295
42333,0.21769863025906366
42660,0.9760823624756194
42963,0.8229359177478188
42979,0.8980666180293337
43287,0.9851679913713677
44582,0.45976822020098185
45233,0.4707176767166008
45544,0.09425735467046448
45550,0.791663038570549
40729,0.9815688044195814
41379,0.47660362512759036
41395,0.6312581916682793
4332,0.8950165175280331
4346,0.27700383155026165
4044,0.1754385287820196
5031,0.2463892159324843
5033,0.9587746410073359
5057,0.9528985135786721
4737,0.060471785988933546
5067,0.7778365180593665
4757,0.9499341792676345
4758,0.5621334076313078
4762,0.2187227610779351
4780,0.5621334076313078
5183,0.6847886904896352
5191,0.04997965102126434
5198,0.5621334076313078
4802,0.07141334340887806
5126,0.47012405745130426
5132,0.6493929155803277
4830,0.28795874982399394
5154,0.6291931686127639
4854,0.5621334076313078
4861,0.04569199721453221
5180,0.8887723257381719
4574,0.9450706390507003
4896,0.8082976235919419
4592,0.7049564978284146
4599,0.9131384877687667
4914,0.47008162527652897
4604,0.9921701177506379
4932,0.2487947902603721
4623,0.9121829112626658
4633,0.7484551307273517
4636,0.9029627484033917
4944,0.980871022756913
4949,0.43401023309346765
4644,0.5621334076313078
4977,0.32955275342856316
4674,0.5518616655901301
4986,0.948820056718136
4683,0.9893629196260411
4686,0.973228114329927
4691,0.6393593051460154
4700,0.8845193367215762
5018,0.46638584932434
5341,0.9078871570117248
5646,0.3907685259783247
5647,0.45976822020098185
5649,0.9256264919670392
5661,0.9263996505754086
5671,0.04746058967208744
5677,0.032166204548174426
5375,0.11515275002338343
5396,0.34514475342632644
5410,0.9565601417115941
5411,0.96677985617379
5714,0.3717958994121129
5427,0.664766024693461
5436,0.9697220856640526
5725,0.8244707831913757
5733,0.18675912454526689
5454,0.8527493825024457
10241,0.9870914224896632
10566,0.9520914882078987
10579,0.3834906349151238
929,0.904645622271384
935,0.8763720874222052
1261,0.6789537989602437
951,0.9603446982940643
952,0.5415454811662564
955,0.7365510836924332
1295,0.6876345356678149
966,0.6952378537976471
974,0.935073500282755
1305,0.7281696680917248
995,0.26538518777890086
998,0.9874526802811912
1403,0.8404085499064262
1001,0.11596130827681084
1009,0.5095179097208031
1338,0.05284881701719901
1029,0.5621334076313078
1053,0.9005486321807827
1062,0.9829954267412754
1067,0.7364789024963295
1071,0.9175775036210133
9957,0.17164788693554034
9960,0.3805939669870363
9671,0.5415454811662564
9680,0.11751237419739191
9982,0.41140040353963025
9700,0.7664260482189855
9712,0.4241809374762826
10023,0.11620084795217878
10042,0.9952732282745269
10043,0.19631181099019857
10048,0.4283818685035501
10049,0.9725082962630478
10054,0.9933417610840848
10057,0.9958662966280962
10388,0.992695838000503
10396,0.9427348957006876
10700,0.9113506323650561
10716,0.5518616655901301
10418,0.2038927623956598
10730,0.6179190930505805
10733,0.7690044075454029
10429,0.6112799939386078
10844,0.8783781823038194
10856,0.916816344744614
10448,0.9812675087994057
10451,0.9871882876204874
10458,0.9818697487699206
10743,0.9933654962342034
10753,0.938271838094555
10756,0.8552056933233144
10465,0.49029181704969105
10488,0.6277800465673102
10490,0.7549273420000311
10495,0.47012405745130426
10510,0.6299897693240275
10818,0.22304098264342753
10531,0.9033962360471454
10823,0.6778700409262417
10544,0.7062089031142091
10553,0.9892390293088721
31437,0.8992082019137682
31442,0.8788263163371135
31451,0.3997471273267723
31453,0.5005533663914754
31143,0.7704777033001916
31146,0.8660639627653233
31149,0.5415454811662564
31460,0.6773399422895849
31466,0.6659496611080846
31472,0.45976822020098185
31788,0.9234627050016312
32113,0.5621334076313078
31807,0.9883286818671112
32122,0.9639214968102842
32127,0.43841026977366737
31820,0.9867895957876744
31832,0.5621334076313078
32267,0.7430248284451288
31860,0.3197745107591352
31873,0.9832514939394333
32168,0.23356914398970796
32177,0.5415454811662564
31882,0.1777270835867404
31896,0.7117431848195929
31910,0.582847622161019
32211,0.9352636189431595
32232,0.16461798083961166
31943,0.5518616655901301
31950,0.8730968634525754
32243,0.6341902161767579
31966,0.3486514761531222
31976,0.35262375869961804
31666,0.9469038077286839
31674,0.9106129359876238
31989,0.5313677474796501
31990,0.9655732032734166
31991,0.36185987912241224
31997,0.9810471140613246
31692,0.5621334076313078
31719,0.9897539568074679
31723,0.33187030524433947
32039,0.985604813348974
32042,0.966192419289361
31739,0.45976822020098185
32061,0.6965200989984506
32062,0.8848548218402734
44333,0.7395548110145955
44656,0.857663927761299
44658,0.571183823280111
44976,0.9207713377798877
44990,0.5621334076313078
45312,0.7349931898498436
45644,0.9719536579495336
41146,0.5621334076313078
41459,0.5341367582804935
41462,0.959921694596961
41787,0.9020249273343448
42422,0.5241875807433605
42743,0.9047502232039097
43076,0.9028642459437273
44350,0.8041192927457008
44353,0.9464425398591256
44356,0.8917801007828425
25163,0.4494470084518567
25490,0.08181974712315665
25811,0.5621334076313078
25501,0.5179588792816874
25502,0.3063066474801034
25505,0.3689447159924071
25835,0.5172869537436646
25966,0.9054221383648516
25973,0.9966255794964568
25570,0.9618597470012951
25862,0.7182670530225612
25871,0.9919635937584721
25877,0.8739184789277963
34738,0.8200258095448216
34445,0.09691029199671153
34447,0.9925537798698885
34754,0.44342366632494645
34764,0.39125990161487023
34772,0.9075732561556823
34775,0.9616642893487615
34484,0.5110413935455735
34180,0.9018269088481885
34199,0.7368953573001111
34527,0.5621334076313078
34226,0.7065525021635517
34555,0.8418149191980324
34243,0.9917778255496728
34252,0.6202998638294954
34267,0.7547227705928896
34276,0.9244217035098655
34584,0.9763226190522245
34283,0.5621334076313078
34290,0.31529349722355093
34291,0.9289377292680121
34295,0.1506635343344891
34599,0.9735164458865979
34603,0.5251035053187136
35267,0.34083606546577017
35270,0.6743493649277619
35279,0.9645210933189554
35300,0.7979896104135977
34981,0.9006591301574959
35338,0.8253624737238835
35425,0.9500044192325567
35426,0.4428594694066704
35432,0.4849106842998353
35022,0.3312412518840089
35347,0.2942938168592729
35062,0.739627597777849
35072,0.08518736925272308
35104,0.7880111729498391
35106,0.2524111275104086
35114,0.7892273262736399
35131,0.9587045563773309
21744,0.936135432386511
21754,0.4047948877737598
21784,0.5746880044541773
22088,0.9397068840296549
22095,0.6058774848032349
21806,0.9676124711797186
21811,0.7009779585095276
22099,0.12390154076961424
22104,0.3544229967177239
21819,0.45976822020098185
21822,0.9064563378288066
21834,0.53413395406628
21858,0.2339939377911514
21862,0.5264148245688731
21875,0.9547570440682231
22163,0.9492875821662036
21909,0.99469196717746
21910,0.9517789759485035
21913,0.6915106242537115
21650,0.987202182870776
21966,0.8615436904400081
21977,0.5415454811662564
21662,0.7669188395793444
21665,0.9692282504163178
21668,0.9810081677974248
21683,0.8423577475593769
21697,0.966650932180946
22665,0.513505594656605
31548,0.0007573538755147879
31553,0.5639928710227018
31555,0.13831511065522906
31232,0.971599716150124
31647,0.06690818305906832
31243,0.3129472566238155
31266,0.5956291030041003
31274,0.43727911937320174
31590,0.9598111240554948
31294,0.3104056089853322
31296,0.5513623042853002
31600,0.8752801917954496
31314,0.6914623034933285
31358,0.5143726519421423
31369,0.9941814197275555
31376,0.5930354921006424
31070,0.830862864338855
31382,0.3293201582756471
31385,0.9711217886890945
31393,0.9140201332651636
31086,0.5040525820733968
31114,0.7748902060631767
12861,0.8795060802751774
13182,0.5621334076313078
13185,0.9899599220654521
13190,0.9948538097450267
13194,0.3095249427267863
13536,0.5621334076313078
13542,0.844605879162956
13559,0.725256653387558
13600,0.6633588794549337
13608,0.7464820180495604
13922,0.9357560940875232
13934,0.3721705910898956
13634,0.29352570495121577
13948,0.79103875200605
13961,0.36775601620874787
13973,0.3743534084825254
13976,0.8815770958712252
13987,0.9809238663576435
13989,0.9777565406882054
13993,0.9844228751579545
13685,0.5485415564242244
13397,0.6528038217112885
13714,0.8845643459021962
13408,0.7853592016190314
13416,0.6186311315189601
13734,0.4303782853826381
13429,0.47012405745130426
13743,0.896098933939718
13745,0.2710867749179926
13440,0.4110071519602879
13455,0.5230517730987393
13461,0.5415454811662564
13469,0.07539929617907926
13780,0.8029766143793142
13483,0.9964476277679197
13486,0.9994151727963169
13805,0.8442478606541057
13503,0.5767968672951131
13821,0.8405174777076081
14154,0.33664387133282414
14463,0.4184754798304724
14464,0.9607038750369247
14467,0.9537953921064393
14484,0.7049073269916745
14494,0.4612271891606943
14182,0.24866129354406452
14513,0.79391548798562
14517,0.5621334076313078
14200,0.7267215306521294
14230,0.5518616655901301
14533,0.9911092624706958
14536,0.6026483476214455
14245,0.4868275337218163
14246,0.8515103841879063
14260,0.49961211925187
14263,0.5551234027660581
14571,0.5518616655901301
14574,0.9997153299956427
14278,0.9750286596827367
14279,0.22768781837499008
14585,0.491607834696282
14589,0.9790130178658576
14590,0.8772198191546492
3494,0.349077385626934
3497,0.5017781286205532
3824,0.34560501212700456
3839,0.5621334076313078
3513,0.1259745143564024
3937,0.5830479027982871
3532,0.35258607430702804
3533,0.8262366771196488
3537,0.059168454002512694
3848,0.47012405745130426
3543,0.6816385721088121
3549,0.7877209490071329
3553,0.8269939293850359
3871,0.992457098931951
3880,0.9844411431972967
3568,0.45881269870850705
3573,0.1814379214352152
3898,0.8612396837674892
3585,0.6282279974121877
3591,0.5518616655901301
3313,0.5250050525039793
3628,0.2193918127921325
3356,0.7900830819514517
3666,0.9809960934205153
3390,0.8866438314362066
3704,0.9520170740460709
3719,0.9835792710423336
3406,0.47012405745130426
3722,0.9527449195595095
3438,0.3779231959324527
3743,0.7620704898122835
3751,0.9522877981762526
4386,0.08292257818194326
4081,0.9407890054675749
4084,0.9663949645507751
4086,0.881318003650981
4407,0.5621334076313078
4420,0.5415454811662564
4106,0.6962987018957176
4108,0.9483514535918804
4113,0.31447953760381075
4114,0.9665531052530362
4429,0.24378414119556768
4433,0.4824333897997809
4124,0.939810306374916
4145,0.7156034293552811
4465,0.47012405745130426
4218,0.9953159979131014
4504,0.5811697027067961
4520,0.5518616655901301
4523,0.9919235770625522
4249,0.7754538896508657
3946,0.9964412084541812
3950,0.4769647384706752
4293,0.5707542261238814
5752,0.5621334076313078
5470,0.7735212090811495
5775,0.720791685427959
5777,0.9162444280281995
5492,0.9012844672284779
5494,0.08809177510126165
5495,0.740547950478869
5788,0.22366850859586962
5793,0.5415454811662564
14054,0.7796392889347245
14057,0.4305905105647245
14398,0.9955090997738171
14416,0.6592652181176961
14098,0.9640002646555291
14100,0.5518616655901301
14103,0.5139779065621048
14106,0.9792791743637729
14421,0.5518616655901301
14426,0.5408281296753512
14430,0.36240568088123015
14128,0.14771047570157003
14130,0.9627950996754314
15110,0.6524632769555936
14789,0.4711754037309629
14793,0.9861194744937688
15120,0.9865077382803105
15128,0.9716331160737914
15138,0.918912891274304
14849,0.915741905871704
14853,0.5197426077178393
14859,0.9972779428647096
15199,0.9266897460916469
14903,0.8465906952893482
14929,0.765900516758609
14935,0.21755329501903597
15253,0.991638387925615
14937,0.9484776978700655
14949,0.9332965595060022
14951,0.06536928095297456
14676,0.5621334076313078
15000,0.13568771725395146
15014,0.7761033706327385
14712,0.9144386329170212
15022,0.9649705750994413
15037,0.5680633496613515
15041,0.996800645112789
14753,0.9884880735919156
15062,0.8736352092311023
15072,0.5585214638582491
14772,0.4838071078631001
14775,0.962491379738052
15736,0.9215986099267249
15421,0.9002658014425197
15424,0.08225657719922774
15437,0.47170882821980986
15752,0.5667156843069105
15755,0.5415454811662564
2158,0.4545549543597025
2160,0.5285627352718011
2161,0.8999547637947721
2490,0.5518616655901301
2493,0.9942979010947202
2497,0.9417939333170089
3120,0.9753984415317258
3123,0.7986695983841078
2830,0.5621334076313078
3145,0.9755964514166443
2871,0.4387079741105354
3282,0.9033064512804325
3288,0.9971855933298872
2883,0.5706276345503919
3187,0.5386227850803365
2904,0.5245230816036521
2909,0.9277536331984867
3205,0.5621334076313078
3234,0.3940498700152568
3244,0.9942716692911107
3245,0.9863976218265481
3248,0.06793637236472216
2960,0.5415454811662564
2964,0.039578741984643284
3260,0.3313789429631677
3275,0.23569074765901876
3279,0.7692089056971808
2984,0.9169461979218849
2987,0.9572642889079707
2992,0.8655389408645505
2708,0.8185088363302837
2718,0.30299752414664693
3022,0.5763192035858677
3036,0.9089827038311297
2720,0.26530700982877997
2735,0.9694222305800426
3053,0.9947523496275236
3060,0.5621334076313078
3071,0.5017198270392251
3760,0.9852823712013707
12309,0.9629627809145936
12322,0.4351875772274457
12352,0.44078332271234133
12692,0.887978074759573
12382,0.5621334076313078
12703,0.9088820337377554
12710,0.9988397379013374
12727,0.9999708920628395
12428,0.6905793932453466
12444,0.9902026996674533
12447,0.8873702134698644
12451,0.7134531010928347
77557,0.9760807980628633
78505,0.5621334076313078
78821,0.6943376031815551
79784,0.9814102253164702
80100,0.9373554351050604
80423,0.5700349683657652
80437,0.5098709709453998
80750,0.11061957156243063
81060,0.6814314784348481
81068,0.6747968072291977
81075,0.1988199718131075
81381,0.47012405745130426
76604,0.42317498774728324
77252,0.8729854925544935
77562,0.9973249005545922
78212,0.7342011331965608
78214,0.02708372556607952
78518,0.8022034185303409
78520,0.41089291408920703
78521,0.6994470523755616
78857,0.6293631489044017
79163,0.7070647118933416
79803,0.9343096933048913
80123,0.9645365343073937
80136,0.310165197290868
80138,0.9288230531324702
80450,0.9977267634278174
80454,0.900682678724973
80455,0.6832657356750458
80457,0.4666783461474414
81401,0.8900585682905976
2266,0.837792133267127
2595,0.31027834272067467
2289,0.27616094261873636
2609,0.7074879455764014
2611,0.5621334076313078
2613,0.961572862596267
2616,0.4962062663988892
2628,0.6035817581384747
2654,0.9434636371859202
2346,0.9956896517226523
2356,0.9848795044189571
2057,0.45976822020098185
2364,0.7855509084094476
2372,0.743320512320376
2083,0.5621334076313078
2115,0.9768006392730285
2116,0.8231993097653878
2117,0.1063517407380461
2442,0.8255311085598969
2454,0.9323411334937823
2147,0.9394056049274265
71153,0.5090006759755614
66365,0.4929354503308865
66998,0.5711435453747082
67003,0.9956648083928776
67007,0.1416016578751801
67012,0.9583232666053383
67317,0.4321617552415068
57463,0.830204332618176
58098,0.9632304287815332
58105,0.9990055423683278
58414,0.9565807966735157
58420,0.40796213477693766
58746,0.5518616655901301
59061,0.5621334076313078
59068,0.8825383616438783
59375,0.5518616655901301
59376,0.9781812833051657
59387,0.3035674318009255
59700,0.5415454811662564
60026,0.9380547691269733
60028,0.2706327573668481
60348,0.11283857049363832
60655,0.9323323157022048
60657,0.5621334076313078
60973,0.19486989040576486
56201,0.09984041857308301
56525,0.9946473027598924
56837,0.9851032231953245
56843,0.9239686466609094
56845,0.7335713444750798
57164,0.5518616655901301
57805,0.40179693147117956
57806,0.9952341212796766
57808,0.07981765056604473
58111,0.9395056592035212
58436,0.6716545981121674
58447,0.9977209462321719
58751,0.807118528877441
59073,0.975636425858682
59396,0.9117211652675787
59405,0.45976822020098185
59716,0.3737544556230815
60037,0.7080421029493761
60045,0.47012405745130426
60357,0.9601802371812058
60363,0.9809831661395491
60672,0.9208803278758271
60684,0.5518616655901301
60687,0.6132098513189834
61006,0.9903953104655432
56220,0.37323782160235963
56222,0.9217764602096521
56539,0.9947636085434931
56540,0.6975635029237838
56548,0.8367665163193496
57497,0.42608288055843957
57509,0.5621334076313078
57821,0.9203445537232507
58135,0.9163778080875927
58458,0.45976822020098185
58790,0.41202042406096584
59424,0.7917111772007266
59425,0.8032039086396159
65474,0.34725977938617447
65484,0.8349880943550736
65797,0.9997367256272581
65810,0.9932299865059515
65812,0.8969105787627782
70503,0.5621334076313078
70505,0.44478554351106925
70825,0.36185059715869916
70831,0.9559833204265897
70832,0.7656474603323669
32454,0.6333421144662479
32781,0.9329407539209321
32789,0.7667345336706609
32812,0.06813254158098103
32506,0.7219052326764508
32512,0.6705874015197979
32844,0.2993215006565948
32845,0.31858690805206613
32852,0.7139422841496483
32875,0.7289583545937806
32897,0.5415454811662564
32585,0.36431797023719903
32279,0.8280823817523788
32600,0.8853193697728104
32610,0.19985947357898193
32615,0.5621334076313078
32635,0.07841317798974767
32638,0.58623713835631
32340,0.5952923485027883
32345,0.23404862826499218
32664,0.9820859335983715
32674,0.6741360405711149
32393,0.9697126629875724
32702,0.5969515616138141
32411,0.999426455426169
33048,0.4169623279947089
